Id,Img Id,Da,Dp,FWidth,FLength,FThickness,ELength,EThickness,EWidth,Volume,Area,Perimeter,CHull  Area,CHull Perimeter,Sphericity,L/T Ratio,T/L Aspect Ratio,Compactness,Roundness,Ellipse Ratio,Circularity,Solidity,Concavity,Convexity,Extent,hash,Transparency,Curvature,Surface Area,L/W Ratio,W/L Ratio,W/T Ratio,T/W Ratio,CHull Surface Area,Sieve,Angularity,Ellipticity,Fiber Length,Fiber Width,Krumbein Rnd,label
1369,16388.0,0.162,0.192,0.101,0.256,0.101,0.251,0.101,0.101,0.001,0.021,0.603,0.021,0.603,0.841,2.527,0.396,0.632,0.4,0.402,0.708,0.991,0.009,1.0,0.793,0.0,0.576,0.686,0.082,2.527,0.396,1.0,1.0,0.083,0.101,66.0,2.49,0.191,0.107,1.0,2
3400,16733.0,0.162,0.201,0.098,0.286,0.098,0.265,0.094,0.094,0.001,0.021,0.633,0.021,0.633,0.802,2.923,0.342,0.565,0.319,0.354,0.643,0.993,0.007,1.0,0.732,0.0,0.555,0.0,0.082,2.923,0.342,1.0,1.0,0.083,0.098,113.333,2.822,0.281,0.073,1.0,2
4839,17215.0,0.162,0.18,0.123,0.221,0.123,0.21,0.122,0.122,0.002,0.02,0.564,0.02,0.564,0.9,1.798,0.556,0.73,0.533,0.58,0.81,1.0,0.0,1.0,0.753,0.0,0.474,0.0,0.082,1.798,0.556,1.0,1.0,0.082,0.123,85.0,1.723,0.227,0.09,1.0,2
661,16256.0,0.162,0.204,0.132,0.274,0.132,0.241,0.115,0.115,0.003,0.02,0.639,0.022,0.638,0.794,2.074,0.482,0.589,0.347,0.475,0.63,0.936,0.064,0.997,0.566,0.0,0.427,0.0,0.082,2.074,0.482,1.0,1.0,0.088,0.132,87.5,2.104,0.235,0.087,1.0,2
4606,17050.0,0.161,0.277,0.075,0.419,0.075,0.403,0.069,0.069,0.001,0.02,0.871,0.022,0.868,0.582,5.563,0.18,0.385,0.149,0.172,0.339,0.927,0.073,0.996,0.649,0.0,0.519,0.0,0.082,5.563,0.18,1.0,1.0,0.088,0.075,56.667,5.831,0.376,0.054,1.0,2
4620,17054.0,0.161,0.255,0.084,0.379,0.084,0.351,0.077,0.077,0.001,0.02,0.8,0.022,0.797,0.634,4.533,0.221,0.426,0.182,0.219,0.402,0.942,0.058,0.997,0.647,0.0,0.539,0.0,0.082,4.533,0.221,1.0,1.0,0.087,0.084,82.5,4.568,0.323,0.063,1.0,2
1029,16323.0,0.161,0.195,0.11,0.262,0.11,0.244,0.106,0.106,0.002,0.02,0.613,0.021,0.613,0.827,2.391,0.418,0.616,0.38,0.435,0.683,0.984,0.016,1.0,0.713,0.0,0.628,0.0,0.082,2.391,0.418,1.0,1.0,0.083,0.11,87.5,2.299,0.187,0.109,1.0,2
1725,16450.0,0.161,0.174,0.132,0.204,0.132,0.198,0.129,0.129,0.002,0.02,0.547,0.021,0.546,0.927,1.548,0.646,0.791,0.626,0.652,0.86,0.982,0.018,0.999,0.761,0.0,0.383,0.0,0.082,1.548,0.646,1.0,1.0,0.083,0.132,85.0,1.533,0.0,0.0,1.0,2
1633,16435.0,0.161,0.203,0.131,0.252,0.131,0.228,0.126,0.126,0.002,0.02,0.637,0.022,0.635,0.796,1.922,0.52,0.639,0.409,0.553,0.633,0.938,0.062,0.996,0.617,0.0,0.499,0.0,0.082,1.922,0.52,1.0,1.0,0.087,0.131,85.0,1.808,0.201,0.102,1.0,2
789,16279.0,0.161,0.183,0.114,0.236,0.114,0.226,0.113,0.113,0.002,0.02,0.575,0.02,0.575,0.881,2.078,0.481,0.683,0.467,0.5,0.776,0.998,0.002,1.0,0.762,0.0,0.496,0.0,0.082,2.078,0.481,1.0,1.0,0.082,0.114,87.5,2.001,0.172,0.119,1.0,2
5269,18699.0,0.161,0.176,0.131,0.207,0.131,0.204,0.127,0.127,0.002,0.02,0.553,0.021,0.553,0.916,1.581,0.632,0.781,0.609,0.624,0.838,0.993,0.007,1.0,0.757,0.0,0.417,0.0,0.082,1.581,0.632,1.0,1.0,0.082,0.131,87.5,1.602,0.0,0.0,1.0,2
4646,17065.0,0.161,0.241,0.071,0.352,0.071,0.356,0.072,0.072,0.001,0.02,0.757,0.021,0.756,0.669,4.94,0.202,0.459,0.21,0.202,0.448,0.975,0.025,0.998,0.816,0.0,0.507,0.0,0.082,4.94,0.202,1.0,1.0,0.084,0.071,116.667,4.96,0.32,0.064,1.0,2
556,16230.0,0.161,0.232,0.095,0.324,0.095,0.323,0.085,0.085,0.002,0.02,0.729,0.022,0.726,0.695,3.428,0.292,0.498,0.248,0.264,0.483,0.937,0.063,0.997,0.667,0.0,0.496,0.0,0.082,3.428,0.292,1.0,1.0,0.087,0.095,85.0,3.794,0.297,0.069,1.0,2
1987,16478.0,0.161,0.168,0.139,0.203,0.139,0.186,0.136,0.136,0.002,0.02,0.529,0.02,0.529,0.957,1.46,0.685,0.795,0.633,0.729,0.917,1.0,0.0,1.0,0.726,0.0,0.432,0.0,0.082,1.46,0.685,1.0,1.0,0.082,0.139,70.0,1.371,0.0,0.0,1.0,2
4449,16985.0,0.161,0.191,0.102,0.252,0.102,0.254,0.102,0.102,0.001,0.02,0.599,0.021,0.598,0.845,2.471,0.405,0.639,0.409,0.402,0.715,0.967,0.033,0.998,0.793,0.0,0.561,0.633,0.082,2.471,0.405,1.0,1.0,0.085,0.102,87.5,2.489,0.0,0.0,1.0,2
2550,16599.0,0.161,0.202,0.106,0.271,0.106,0.251,0.1,0.1,0.002,0.02,0.634,0.021,0.633,0.799,2.563,0.39,0.595,0.355,0.4,0.638,0.975,0.025,0.999,0.714,0.0,0.496,0.0,0.082,2.563,0.39,1.0,1.0,0.084,0.106,85.0,2.5,0.253,0.081,1.0,2
2510,16588.0,0.161,0.238,0.083,0.354,0.083,0.331,0.076,0.076,0.001,0.02,0.748,0.021,0.747,0.677,4.282,0.234,0.456,0.208,0.229,0.459,0.977,0.023,0.999,0.698,0.0,0.535,0.0,0.082,4.282,0.234,1.0,1.0,0.084,0.083,113.333,4.362,0.299,0.068,1.0,2
3136,16678.0,0.161,0.241,0.082,0.355,0.082,0.332,0.077,0.077,0.001,0.02,0.758,0.021,0.758,0.668,4.307,0.232,0.454,0.206,0.232,0.446,0.984,0.016,1.0,0.698,0.0,0.565,0.0,0.082,4.307,0.232,1.0,1.0,0.083,0.082,95.0,4.317,0.339,0.06,1.0,2
5165,17937.0,0.161,0.187,0.109,0.237,0.109,0.24,0.106,0.106,0.001,0.02,0.586,0.021,0.584,0.864,2.17,0.461,0.68,0.462,0.44,0.746,0.96,0.04,0.997,0.788,0.0,0.504,0.0,0.082,2.17,0.461,1.0,1.0,0.085,0.109,66.0,2.273,0.0,0.0,1.0,2
3695,16778.0,0.161,0.232,0.101,0.342,0.101,0.274,0.094,0.094,0.002,0.02,0.729,0.022,0.724,0.694,3.394,0.295,0.471,0.222,0.344,0.482,0.94,0.06,0.993,0.592,0.0,0.534,0.0,0.082,3.394,0.295,1.0,1.0,0.087,0.101,85.0,2.91,0.28,0.073,1.0,2
3033,16664.0,0.161,0.267,0.09,0.388,0.09,0.389,0.077,0.077,0.002,0.02,0.838,0.024,0.832,0.604,4.308,0.232,0.415,0.172,0.198,0.365,0.845,0.155,0.994,0.583,0.0,0.568,0.0,0.082,4.308,0.232,1.0,1.0,0.097,0.09,54.286,5.052,0.347,0.059,0.792,2
3367,16728.0,0.161,0.263,0.073,0.398,0.073,0.374,0.069,0.069,0.001,0.02,0.825,0.021,0.824,0.614,5.48,0.182,0.405,0.164,0.186,0.377,0.966,0.034,0.999,0.707,0.0,0.594,0.0,0.082,5.48,0.182,1.0,1.0,0.084,0.073,116.667,5.388,0.353,0.058,1.0,2
4332,16936.0,0.161,0.204,0.095,0.274,0.095,0.279,0.09,0.09,0.001,0.02,0.64,0.021,0.638,0.792,2.883,0.347,0.587,0.345,0.324,0.627,0.959,0.041,0.997,0.781,0.0,0.57,0.0,0.082,2.883,0.347,1.0,1.0,0.085,0.095,82.0,3.087,0.243,0.084,1.0,2
2361,16563.0,0.161,0.248,0.13,0.276,0.13,0.231,0.116,0.116,0.002,0.02,0.78,0.022,0.664,0.649,2.131,0.469,0.584,0.341,0.503,0.421,0.935,0.065,0.852,0.57,0.0,0.464,0.0,0.082,2.131,0.469,1.0,1.0,0.087,0.13,74.0,1.988,0.32,0.064,1.0,2
670,16257.0,0.161,0.192,0.145,0.237,0.145,0.215,0.126,0.126,0.003,0.02,0.602,0.021,0.602,0.841,1.63,0.614,0.68,0.462,0.584,0.706,0.983,0.017,0.999,0.592,0.0,0.579,2.344,0.082,1.63,0.614,1.0,1.0,0.083,0.145,113.333,1.711,0.223,0.091,1.0,2
507,16212.0,0.161,0.185,0.119,0.242,0.119,0.229,0.11,0.11,0.002,0.02,0.582,0.021,0.581,0.87,2.041,0.49,0.665,0.442,0.48,0.757,0.978,0.022,0.998,0.708,0.0,0.461,0.0,0.082,2.041,0.49,1.0,1.0,0.083,0.119,85.0,2.085,0.207,0.099,1.0,2
1875,16465.0,0.161,0.231,0.104,0.339,0.104,0.287,0.094,0.094,0.002,0.02,0.725,0.021,0.723,0.698,3.275,0.305,0.475,0.225,0.328,0.487,0.961,0.039,0.997,0.58,0.0,0.564,0.0,0.081,3.275,0.305,1.0,1.0,0.085,0.104,68.0,3.046,0.295,0.069,1.0,2
4675,17078.0,0.161,0.199,0.116,0.268,0.116,0.241,0.108,0.108,0.002,0.02,0.625,0.022,0.622,0.809,2.307,0.433,0.601,0.361,0.449,0.655,0.935,0.065,0.994,0.655,0.0,0.583,0.0,0.081,2.307,0.433,1.0,1.0,0.087,0.116,113.333,2.229,0.202,0.101,1.0,2
5001,17529.0,0.161,0.2,0.102,0.276,0.102,0.267,0.097,0.097,0.002,0.02,0.627,0.021,0.627,0.807,2.697,0.371,0.584,0.341,0.364,0.651,0.992,0.008,1.0,0.723,0.0,0.574,0.0,0.081,2.697,0.371,1.0,1.0,0.082,0.102,85.0,2.75,0.0,0.0,1.0,2
2393,16567.0,0.161,0.173,0.134,0.207,0.134,0.195,0.129,0.129,0.002,0.02,0.545,0.021,0.545,0.929,1.549,0.645,0.777,0.604,0.658,0.863,0.993,0.007,1.0,0.735,0.0,0.39,0.0,0.081,1.549,0.645,1.0,1.0,0.082,0.134,87.5,1.52,0.0,0.0,1.0,2
938,16306.0,0.161,0.193,0.11,0.261,0.11,0.243,0.103,0.103,0.002,0.02,0.606,0.02,0.606,0.834,2.379,0.42,0.616,0.38,0.423,0.696,0.999,0.001,1.0,0.709,0.0,0.556,0.0,0.081,2.379,0.42,1.0,1.0,0.082,0.11,74.0,2.363,0.254,0.08,1.0,2
4819,17187.0,0.161,0.198,0.108,0.277,0.108,0.247,0.104,0.104,0.002,0.02,0.622,0.021,0.622,0.813,2.571,0.389,0.581,0.338,0.421,0.661,0.985,0.015,0.999,0.682,0.0,0.547,0.0,0.081,2.571,0.389,1.0,1.0,0.083,0.108,74.0,2.375,0.221,0.092,1.0,2
3904,16812.0,0.161,0.177,0.146,0.208,0.146,0.184,0.143,0.143,0.002,0.02,0.556,0.02,0.556,0.909,1.425,0.702,0.773,0.597,0.775,0.826,0.997,0.003,1.0,0.668,0.0,0.59,0.543,0.081,1.425,0.702,1.0,1.0,0.082,0.146,113.333,1.291,0.0,0.0,1.0,2
3559,16758.0,0.161,0.187,0.111,0.253,0.111,0.232,0.109,0.109,0.002,0.02,0.589,0.02,0.589,0.859,2.275,0.44,0.636,0.404,0.469,0.738,1.0,0.0,1.0,0.723,0.0,0.579,0.0,0.081,2.275,0.44,1.0,1.0,0.081,0.111,68.0,2.131,0.189,0.108,1.0,2
362,16136.0,0.161,0.273,0.077,0.398,0.077,0.402,0.066,0.066,0.001,0.02,0.858,0.023,0.856,0.589,5.135,0.195,0.405,0.164,0.165,0.347,0.871,0.129,0.997,0.66,0.0,0.56,0.0,0.081,5.135,0.195,1.0,1.0,0.093,0.077,68.0,6.066,0.38,0.054,1.0,2
5276,18994.0,0.161,0.183,0.121,0.23,0.121,0.219,0.119,0.119,0.002,0.02,0.576,0.02,0.576,0.877,1.904,0.525,0.701,0.491,0.544,0.77,0.998,0.002,1.0,0.734,0.0,0.496,0.0,0.081,1.904,0.525,1.0,1.0,0.082,0.121,85.0,1.838,0.173,0.117,1.0,2
944,16306.0,0.161,0.208,0.111,0.286,0.111,0.249,0.105,0.105,0.002,0.02,0.652,0.022,0.649,0.775,2.575,0.388,0.562,0.316,0.419,0.601,0.94,0.06,0.996,0.639,0.0,0.609,0.536,0.081,2.575,0.388,1.0,1.0,0.087,0.111,85.0,2.385,0.228,0.089,1.0,2
3649,16769.0,0.161,0.179,0.13,0.23,0.13,0.212,0.12,0.12,0.002,0.02,0.563,0.02,0.563,0.897,1.771,0.565,0.7,0.489,0.566,0.805,0.994,0.006,1.0,0.68,0.0,0.529,0.0,0.081,1.771,0.565,1.0,1.0,0.082,0.13,68.0,1.768,0.0,0.0,1.0,2
3093,16673.0,0.161,0.194,0.121,0.248,0.121,0.229,0.118,0.118,0.002,0.02,0.608,0.021,0.608,0.831,2.048,0.488,0.648,0.421,0.514,0.691,0.991,0.009,1.0,0.676,0.0,0.55,0.0,0.081,2.048,0.488,1.0,1.0,0.082,0.121,85.0,1.947,0.179,0.114,1.0,2
4772,17140.0,0.161,0.195,0.111,0.262,0.111,0.245,0.106,0.106,0.002,0.02,0.612,0.021,0.611,0.825,2.361,0.424,0.614,0.377,0.43,0.681,0.964,0.036,0.998,0.699,0.0,0.455,0.0,0.081,2.361,0.424,1.0,1.0,0.084,0.111,72.0,2.324,0.0,0.0,1.0,2
3121,16676.0,0.161,0.25,0.072,0.359,0.072,0.38,0.068,0.068,0.001,0.02,0.786,0.021,0.784,0.643,5.007,0.2,0.449,0.201,0.178,0.413,0.953,0.047,0.998,0.791,0.0,0.528,0.0,0.081,5.007,0.2,1.0,1.0,0.085,0.072,85.0,5.603,0.324,0.063,1.0,2
491,16206.0,0.161,0.244,0.076,0.366,0.076,0.353,0.072,0.072,0.001,0.02,0.768,0.021,0.766,0.658,4.81,0.208,0.44,0.193,0.204,0.433,0.948,0.052,0.997,0.73,0.0,0.475,0.0,0.081,4.81,0.208,1.0,1.0,0.086,0.076,66.0,4.903,0.301,0.067,1.0,2
1675,16444.0,0.161,0.181,0.127,0.232,0.127,0.211,0.12,0.12,0.002,0.02,0.569,0.02,0.568,0.888,1.825,0.548,0.694,0.482,0.567,0.789,0.991,0.009,0.999,0.691,0.0,0.478,0.0,0.081,1.825,0.548,1.0,1.0,0.082,0.127,100.0,1.765,0.195,0.104,1.0,2
4652,17067.0,0.161,0.198,0.104,0.281,0.104,0.255,0.098,0.098,0.002,0.02,0.623,0.02,0.623,0.811,2.699,0.371,0.573,0.329,0.383,0.657,1.0,0.0,1.0,0.696,0.0,0.511,0.0,0.081,2.699,0.371,1.0,1.0,0.081,0.104,116.667,2.608,0.27,0.075,1.0,2
2009,16481.0,0.161,0.246,0.123,0.343,0.123,0.293,0.1,0.1,0.003,0.02,0.774,0.026,0.762,0.652,2.794,0.358,0.468,0.219,0.343,0.425,0.793,0.207,0.984,0.482,0.0,0.541,0.0,0.081,2.794,0.358,1.0,1.0,0.102,0.123,113.333,2.918,0.311,0.065,1.0,2
462,16194.0,0.161,0.206,0.098,0.287,0.098,0.285,0.09,0.09,0.001,0.02,0.646,0.021,0.646,0.781,2.926,0.342,0.56,0.313,0.316,0.611,0.985,0.015,1.0,0.72,0.0,0.457,0.0,0.081,2.926,0.342,1.0,1.0,0.082,0.098,74.0,3.163,0.232,0.087,1.0,2
522,16217.0,0.161,0.18,0.144,0.216,0.144,0.194,0.134,0.134,0.002,0.02,0.564,0.02,0.564,0.895,1.501,0.666,0.745,0.554,0.694,0.801,0.996,0.004,1.0,0.654,0.0,0.457,0.0,0.081,1.501,0.666,1.0,1.0,0.081,0.144,82.5,1.441,0.0,0.0,1.0,2
4784,17146.0,0.161,0.174,0.133,0.22,0.133,0.199,0.126,0.126,0.002,0.02,0.547,0.02,0.547,0.923,1.65,0.606,0.731,0.534,0.63,0.853,1.0,0.0,1.0,0.692,0.0,0.496,0.0,0.081,1.65,0.606,1.0,1.0,0.081,0.133,116.667,1.587,0.172,0.118,1.0,2
1578,16421.0,0.161,0.175,0.139,0.211,0.139,0.19,0.132,0.132,0.002,0.02,0.55,0.021,0.548,0.919,1.521,0.657,0.76,0.578,0.695,0.844,0.98,0.02,0.997,0.69,0.0,0.516,0.0,0.081,1.521,0.657,1.0,1.0,0.083,0.139,70.0,1.438,0.0,0.0,1.0,2
4318,16933.0,0.161,0.234,0.098,0.33,0.098,0.318,0.087,0.087,0.002,0.02,0.734,0.022,0.732,0.688,3.362,0.297,0.487,0.237,0.274,0.473,0.937,0.063,0.997,0.626,0.0,0.595,0.0,0.081,3.362,0.297,1.0,1.0,0.087,0.098,72.0,3.652,0.27,0.075,1.0,2
4131,16887.0,0.161,0.222,0.078,0.315,0.078,0.324,0.078,0.078,0.001,0.02,0.698,0.021,0.698,0.723,4.052,0.247,0.51,0.26,0.241,0.523,0.979,0.021,1.0,0.828,0.0,0.53,0.0,0.081,4.052,0.247,1.0,1.0,0.083,0.078,85.0,4.154,0.264,0.077,1.0,2
3431,16738.0,0.161,0.181,0.147,0.208,0.147,0.194,0.133,0.133,0.002,0.02,0.57,0.021,0.566,0.886,1.416,0.706,0.773,0.598,0.683,0.785,0.951,0.049,0.994,0.665,0.0,0.557,0.0,0.081,1.416,0.706,1.0,1.0,0.085,0.147,87.5,1.465,0.0,0.0,1.0,2
983,16312.0,0.161,0.205,0.12,0.276,0.12,0.226,0.114,0.114,0.002,0.02,0.644,0.022,0.625,0.783,2.291,0.437,0.582,0.339,0.503,0.614,0.903,0.097,0.97,0.61,0.0,0.555,0.0,0.081,2.291,0.437,1.0,1.0,0.09,0.12,68.0,1.987,0.193,0.105,1.0,2
1289,16367.0,0.161,0.187,0.116,0.248,0.116,0.224,0.116,0.116,0.002,0.02,0.589,0.02,0.589,0.857,2.139,0.468,0.647,0.418,0.52,0.734,0.995,0.005,1.0,0.703,0.0,0.596,0.0,0.081,2.139,0.468,1.0,1.0,0.081,0.116,87.5,1.922,0.17,0.119,1.0,2
3485,16747.0,0.161,0.192,0.11,0.259,0.11,0.249,0.103,0.103,0.002,0.02,0.604,0.021,0.602,0.835,2.348,0.426,0.621,0.385,0.415,0.697,0.968,0.032,0.997,0.711,0.0,0.561,0.3,0.081,2.348,0.426,1.0,1.0,0.084,0.11,82.5,2.408,0.172,0.118,1.0,2
2059,16488.0,0.161,0.257,0.081,0.378,0.081,0.375,0.073,0.073,0.001,0.02,0.807,0.023,0.799,0.625,4.677,0.214,0.425,0.181,0.194,0.391,0.88,0.12,0.991,0.664,0.0,0.61,0.0,0.081,4.677,0.214,1.0,1.0,0.092,0.081,61.667,5.148,0.327,0.062,1.0,2
1211,16355.0,0.161,0.197,0.112,0.251,0.112,0.252,0.102,0.102,0.002,0.02,0.62,0.022,0.615,0.814,2.241,0.446,0.639,0.408,0.403,0.662,0.928,0.072,0.993,0.718,0.0,0.589,0.375,0.081,2.241,0.446,1.0,1.0,0.087,0.112,66.0,2.479,0.196,0.104,1.0,2
2815,16631.0,0.161,0.177,0.119,0.225,0.119,0.21,0.119,0.119,0.002,0.02,0.557,0.02,0.557,0.906,1.895,0.528,0.712,0.507,0.566,0.82,1.0,0.0,1.0,0.755,0.0,0.574,0.0,0.081,1.895,0.528,1.0,1.0,0.081,0.119,85.0,1.767,0.0,0.0,1.0,2
3199,16690.0,0.161,0.174,0.147,0.201,0.147,0.184,0.139,0.139,0.002,0.02,0.545,0.02,0.545,0.925,1.369,0.73,0.797,0.635,0.753,0.856,0.998,0.002,1.0,0.683,0.0,0.426,0.0,0.081,1.369,0.73,1.0,1.0,0.081,0.147,70.0,1.328,0.0,0.0,1.0,2
3279,16707.0,0.161,0.225,0.087,0.328,0.087,0.297,0.086,0.086,0.001,0.02,0.705,0.021,0.705,0.715,3.773,0.265,0.489,0.239,0.291,0.511,0.985,0.015,0.999,0.709,0.0,0.562,0.0,0.081,3.773,0.265,1.0,1.0,0.082,0.087,0.0,3.434,0.303,0.067,1.0,2
2876,16640.0,0.161,0.171,0.135,0.2,0.135,0.185,0.133,0.133,0.002,0.02,0.536,0.02,0.536,0.941,1.484,0.674,0.801,0.642,0.722,0.886,0.994,0.006,1.0,0.748,0.0,0.487,0.0,0.081,1.484,0.674,1.0,1.0,0.081,0.135,82.5,1.386,0.0,0.0,1.0,2
2179,16514.0,0.161,0.181,0.141,0.223,0.141,0.188,0.134,0.134,0.002,0.02,0.569,0.021,0.558,0.886,1.579,0.633,0.719,0.517,0.713,0.785,0.947,0.053,0.98,0.641,0.0,0.372,0.0,0.081,1.579,0.633,1.0,1.0,0.086,0.141,86.0,1.402,0.196,0.103,1.0,2
4767,17134.0,0.16,0.176,0.151,0.203,0.151,0.189,0.138,0.138,0.002,0.02,0.552,0.021,0.551,0.913,1.345,0.744,0.792,0.627,0.729,0.834,0.974,0.026,0.997,0.663,0.0,0.566,0.0,0.081,1.345,0.744,1.0,1.0,0.083,0.151,85.0,1.371,0.0,0.0,1.0,2
781,16277.0,0.16,0.215,0.096,0.304,0.096,0.286,0.091,0.091,0.001,0.02,0.674,0.021,0.673,0.747,3.168,0.316,0.527,0.278,0.32,0.559,0.95,0.05,0.998,0.692,0.0,0.524,0.268,0.081,3.168,0.316,1.0,1.0,0.085,0.096,85.0,3.126,0.238,0.085,1.0,2
4120,16885.0,0.16,0.202,0.092,0.271,0.092,0.275,0.092,0.092,0.001,0.02,0.636,0.02,0.636,0.792,2.95,0.339,0.592,0.35,0.334,0.628,0.988,0.012,1.0,0.811,0.0,0.532,0.0,0.081,2.95,0.339,1.0,1.0,0.082,0.092,71.667,2.998,0.2,0.101,1.0,2
1464,16401.0,0.16,0.2,0.097,0.277,0.097,0.265,0.095,0.095,0.001,0.02,0.628,0.02,0.628,0.803,2.848,0.351,0.579,0.335,0.357,0.644,1.0,0.0,1.0,0.749,0.0,0.458,0.0,0.081,2.848,0.351,1.0,1.0,0.081,0.097,116.667,2.804,0.242,0.084,1.0,2
3609,16763.0,0.16,0.19,0.105,0.248,0.105,0.245,0.103,0.103,0.001,0.02,0.596,0.02,0.596,0.845,2.358,0.424,0.646,0.418,0.422,0.714,0.987,0.013,0.999,0.773,0.0,0.571,0.0,0.081,2.358,0.424,1.0,1.0,0.082,0.105,87.5,2.372,0.181,0.111,1.0,2
866,16295.0,0.16,0.175,0.124,0.219,0.124,0.206,0.121,0.121,0.002,0.02,0.55,0.02,0.55,0.916,1.766,0.566,0.731,0.534,0.586,0.839,0.997,0.003,1.0,0.741,0.0,0.458,0.0,0.081,1.766,0.566,1.0,1.0,0.081,0.124,85.0,1.706,0.176,0.115,1.0,2
3493,16748.0,0.16,0.198,0.104,0.273,0.104,0.256,0.101,0.101,0.002,0.02,0.621,0.02,0.62,0.811,2.618,0.382,0.588,0.345,0.395,0.658,0.994,0.006,1.0,0.71,0.0,0.54,0.0,0.081,2.618,0.382,1.0,1.0,0.081,0.104,90.0,2.529,0.176,0.115,1.0,2
5210,18089.0,0.16,0.173,0.13,0.214,0.13,0.198,0.125,0.125,0.002,0.02,0.542,0.02,0.542,0.928,1.654,0.605,0.747,0.558,0.628,0.862,1.0,0.0,1.0,0.725,0.0,0.525,0.0,0.081,1.654,0.605,1.0,1.0,0.081,0.13,68.0,1.591,0.183,0.11,1.0,2
4499,17002.0,0.16,0.235,0.077,0.346,0.077,0.33,0.074,0.074,0.001,0.02,0.737,0.021,0.736,0.683,4.51,0.222,0.463,0.215,0.224,0.467,0.982,0.018,0.999,0.761,0.0,0.496,0.0,0.081,4.51,0.222,1.0,1.0,0.082,0.077,85.0,4.463,0.303,0.067,1.0,2
427,16163.0,0.16,0.204,0.096,0.284,0.096,0.273,0.093,0.093,0.001,0.02,0.64,0.021,0.639,0.787,2.957,0.338,0.565,0.319,0.342,0.62,0.979,0.021,0.999,0.74,0.0,0.529,0.0,0.081,2.957,0.338,1.0,1.0,0.082,0.096,85.0,2.928,0.204,0.099,1.0,2
971,16311.0,0.16,0.281,0.065,0.404,0.065,0.432,0.058,0.058,0.001,0.02,0.881,0.022,0.879,0.571,6.26,0.16,0.396,0.157,0.134,0.326,0.927,0.073,0.997,0.772,0.0,0.523,0.0,0.081,6.26,0.16,1.0,1.0,0.087,0.065,68.0,7.438,0.382,0.053,1.0,2
2969,16651.0,0.16,0.211,0.119,0.279,0.119,0.26,0.103,0.103,0.002,0.02,0.662,0.022,0.656,0.761,2.347,0.426,0.574,0.33,0.397,0.579,0.924,0.076,0.992,0.608,0.0,0.568,0.707,0.081,2.347,0.426,1.0,1.0,0.087,0.119,113.333,2.516,0.259,0.078,1.0,2
424,16162.0,0.16,0.197,0.098,0.265,0.098,0.258,0.094,0.094,0.001,0.02,0.618,0.02,0.618,0.815,2.705,0.37,0.605,0.366,0.366,0.664,0.99,0.01,0.999,0.778,0.0,0.538,1.406,0.081,2.705,0.37,1.0,1.0,0.081,0.098,85.0,2.729,0.207,0.098,1.0,2
2444,16575.0,0.16,0.252,0.119,0.348,0.119,0.317,0.097,0.097,0.003,0.02,0.792,0.024,0.782,0.635,2.916,0.343,0.46,0.211,0.305,0.403,0.83,0.17,0.987,0.484,0.0,0.565,0.0,0.081,2.916,0.343,1.0,1.0,0.097,0.119,82.5,3.278,0.313,0.064,1.0,2
4690,17088.0,0.16,0.212,0.088,0.304,0.088,0.296,0.084,0.084,0.001,0.02,0.666,0.021,0.665,0.755,3.431,0.291,0.527,0.278,0.284,0.571,0.97,0.03,0.999,0.749,0.0,0.557,0.0,0.081,3.431,0.291,1.0,1.0,0.083,0.088,82.5,3.525,0.248,0.081,1.0,2
3818,16798.0,0.16,0.184,0.131,0.241,0.131,0.218,0.117,0.117,0.002,0.02,0.579,0.02,0.578,0.869,1.837,0.544,0.664,0.441,0.537,0.756,0.99,0.01,1.0,0.637,0.0,0.536,0.0,0.081,1.837,0.544,1.0,1.0,0.081,0.131,74.0,1.861,0.0,0.0,1.0,2
4638,17062.0,0.16,0.22,0.088,0.309,0.088,0.305,0.081,0.081,0.001,0.02,0.69,0.021,0.689,0.729,3.528,0.283,0.519,0.269,0.267,0.531,0.965,0.035,0.999,0.745,0.0,0.498,0.0,0.081,3.528,0.283,1.0,1.0,0.083,0.088,66.0,3.749,0.251,0.08,1.0,2
2679,16615.0,0.16,0.213,0.111,0.298,0.111,0.273,0.096,0.096,0.002,0.02,0.668,0.022,0.666,0.753,2.689,0.372,0.536,0.288,0.353,0.567,0.928,0.072,0.997,0.608,0.0,0.537,0.0,0.081,2.689,0.372,1.0,1.0,0.087,0.111,87.5,2.835,0.232,0.087,1.0,2
3504,16750.0,0.16,0.248,0.087,0.355,0.087,0.352,0.081,0.081,0.001,0.02,0.778,0.023,0.776,0.646,4.093,0.244,0.451,0.203,0.231,0.418,0.869,0.131,0.998,0.653,0.0,0.535,0.0,0.08,4.093,0.244,1.0,1.0,0.093,0.087,68.0,4.338,0.319,0.063,1.0,2
2257,16534.0,0.16,0.189,0.103,0.259,0.103,0.243,0.102,0.102,0.001,0.02,0.592,0.02,0.592,0.849,2.51,0.398,0.617,0.38,0.42,0.721,0.996,0.004,1.0,0.75,0.0,0.545,0.0,0.08,2.51,0.398,1.0,1.0,0.081,0.103,74.0,2.378,0.0,0.0,1.0,2
